iDR5_Field_Name,Field,NAME,PHOT,aper_corr_single_U,aper_corr_single_F378,aper_corr_single_F395,aper_corr_single_F410,aper_corr_single_F430,aper_corr_single_G,aper_corr_single_F515,aper_corr_single_R,aper_corr_single_F660,aper_corr_single_I,aper_corr_single_F861,aper_corr_single_Z
SPLUS-s23s22,SPLUS-s23s22,SPLUS-s23s22,single,-0.57664,-0.58316,-0.50387,-0.53891,-0.53035,-0.50474,-0.52866,-0.48681,-0.44738,-0.41031,-0.37321,-0.41587
SPLUS-s23s23,SPLUS-s23s23,SPLUS-s23s23,single,-0.65518,-0.15397,-0.10912,-0.46325,-0.45309,-0.44987,-0.45752,-0.36332,-0.34503,-0.31503,-0.29702,-0.31126
SPLUS-s23s24,SPLUS-s23s24,SPLUS-s23s24,single,-0.32576,-0.17121,-0.33613,-0.34455,-0.35122,-0.30591,-0.32375,-0.2552,-0.30578,-0.23128,-0.26428,-0.24861
SPLUS-s23s25,SPLUS-s23s25,SPLUS-s23s25,single,-0.58074,-0.55289,-0.54122,-0.51904,-0.44787,-0.43008,-0.44665,-0.42011,-0.58515,-0.3667,-0.71596,-0.41831
SPLUS-s23s26,SPLUS-s23s26,SPLUS-s23s26,single,-0.38821,-0.38324,-0.37762,-0.37704,-0.36621,-0.33429,-0.33011,-0.27456,-0.27666,-0.23873,-0.25624,-0.28082
SPLUS-s23s27,SPLUS-s23s27,SPLUS-s23s27,single,-0.34656,-0.38099,-0.40099,-0.40466,-0.3911,-0.29686,-0.31026,-0.28467,-0.28093,-0.25241,-0.25813,-0.28409
SPLUS-s23s28,SPLUS-s23s28,SPLUS-s23s28,single,-0.36398,-0.33343,-0.33724,-0.34179,-0.35895,-0.31827,-0.29137,-0.27464,-0.28808,-0.2832,-0.24503,-0.27648
SPLUS-s23s29,SPLUS-s23s29,SPLUS-s23s29,single,-0.48446,-0.40119,-0.38084,-0.39986,-0.38726,-0.37959,-0.37028,-0.35043,-0.39082,-0.31606,-0.32249,-0.31906
SPLUS-s23s30,SPLUS-s23s30,SPLUS-s23s30,single,-0.63191,-0.63848,-0.59076,-0.60062,-0.61812,-0.45953,-0.50212,-0.37247,-0.42871,-0.27841,-0.48929,-0.31223
SPLUS-s23s31,SPLUS-s23s31,SPLUS-s23s31,single,-0.48502,-0.49966,-0.45923,-0.48879,-0.49352,-0.46813,-0.50369,-0.42923,-0.36459,-0.35319,-0.28948,-0.32598
SPLUS-s23s32,SPLUS-s23s32,SPLUS-s23s32,single,-0.43878,-0.07214,-0.39768,-0.45494,-0.43323,-0.40241,-0.42867,-0.42425,-0.3593,-0.31954,-0.34262,-0.33012
SPLUS-s23s33,SPLUS-s23s33,SPLUS-s23s33,single,-0.44443,-0.44688,-0.44404,-0.40186,-0.42354,-0.35639,-0.37955,-0.28991,-0.3148,-0.24733,-0.27224,-0.32324
SPLUS-s23s34,SPLUS-s23s34,SPLUS-s23s34,single,-0.42223,-0.15428,-0.33588,-0.37377,-0.37314,-0.34833,-0.37893,-0.29136,-0.28247,-0.26578,-0.27264,-0.27346
SPLUS-s23s35,SPLUS-s23s35,SPLUS-s23s35,single,-0.47798,-0.40808,-0.08914,-0.40756,-0.36538,-0.42398,-0.36177,-0.33368,-0.38978,-0.34785,-0.31011,-0.36603
SPLUS-s23s36,SPLUS-s23s36,SPLUS-s23s36,single,-0.08616,-0.06231,-0.08731,-0.36679,-0.35892,-0.33011,-0.32024,-0.275,-0.26685,-0.24057,-0.24721,-0.25777
SPLUS-s23s37,SPLUS-s23s37,SPLUS-s23s37,single,-0.39249,-0.37692,-0.34109,-0.34701,-0.32526,-0.2916,-0.29628,-0.29536,-0.28865,-0.25094,-0.23613,-0.26277
SPLUS-s23s38,SPLUS-s23s38,SPLUS-s23s38,single,-0.54156,-0.49456,-0.51776,-0.54371,-0.48476,-0.4875,-0.49005,-0.5099,-0.45893,-0.51716,-0.33686,-0.41187
SPLUS-s23s39,SPLUS-s23s39,SPLUS-s23s39,single,-0.52159,-0.43436,-0.43866,-0.43622,-0.47345,-0.44282,-0.40857,-0.33542,-0.33147,-0.30286,-0.29549,-0.35711
SPLUS-s23s40,SPLUS-s23s40,SPLUS-s23s40,single,-0.54668,-0.37371,-0.39597,-0.45391,-0.39192,-0.45245,-0.3683,-0.40732,-0.5069,-0.38738,-0.35986,-0.40582
SPLUS-s23s41,SPLUS-s23s41,SPLUS-s23s41,single,-0.15957,-0.08467,-0.10483,-0.40311,-0.34664,-0.35206,-0.32859,-0.3046,-0.29875,-0.2823,-0.24142,-0.28772
SPLUS-s23s42,SPLUS-s23s42,SPLUS-s23s42,single,-0.74634,-0.68267,-0.65662,-0.62248,-0.64062,-0.64855,-0.57852,-0.58677,-0.53471,-0.46726,-0.45437,-0.50387
SPLUS-s23s43,SPLUS-s23s43,SPLUS-s23s43,single,-0.56828,-0.50285,-0.45355,-0.43422,-0.42802,-0.41678,-0.37534,-0.36008,-0.35322,-0.32384,-0.31699,-0.34655
SPLUS-s23s44,SPLUS-s23s44,SPLUS-s23s44,single,-0.45937,-0.25456,-0.47001,-0.47029,-0.42696,-0.38327,-0.39377,-0.37132,-0.58964,-0.43517,-0.43559,-0.44371
SPLUS-s23s45,SPLUS-s23s45,SPLUS-s23s45,single,-0.38981,-0.14288,-0.32949,-0.37468,-0.34875,-0.32935,-0.32109,-0.30309,-0.30188,-0.25872,-0.24252,-0.2977
SPLUS-s23s46,SPLUS-s23s46,SPLUS-s23s46,single,-0.5499,-0.4872,-0.46985,-0.49674,-0.45095,-0.45168,-0.50304,-0.47057,-0.41572,-0.37297,-0.39313,-0.38213
SPLUS-s23s47,SPLUS-s23s47,SPLUS-s23s47,single,-0.52002,-0.12782,-0.13857,-0.45055,-0.45205,-0.42341,-0.40839,-0.36615,-0.36322,-0.33566,-0.30409,-0.34061
SPLUS-s23s48,SPLUS-s23s48,SPLUS-s23s48,single,-0.24149,-0.14621,-0.30075,-0.3417,-0.35399,-0.36967,-0.32223,-0.30574,-0.31315,-0.27222,-0.28157,-0.29472
SPLUS-s23s49,SPLUS-s23s49,SPLUS-s23s49,single,-0.13393,-0.09674,-0.12656,-0.35266,-0.34866,-0.3143,-0.30578,-0.2933,-0.29397,-0.24695,-0.28652,-0.2564
SPLUS-s24s01,SPLUS-s24s01,SPLUS-s24s01,single,-0.47147,-0.46124,-0.45368,-0.48034,-0.42445,-0.40449,-0.40648,-0.39898,-0.41938,-0.32223,-0.2779,-0.34373
SPLUS-s24s02,SPLUS-s24s02,SPLUS-s24s02,single,-0.51088,-0.09545,-0.43266,-0.43078,-0.5621,-0.37507,-0.3432,-0.3136,-0.26599,-0.27709,-0.22626,-0.27725
SPLUS-s24s03,SPLUS-s24s03,SPLUS-s24s03,single,-0.06431,-0.09512,-0.16193,-0.40479,-0.40274,-0.38253,-0.35642,-0.28213,-0.30696,-0.28402,-0.29409,-0.33708
SPLUS-s24s04,SPLUS-s24s04,SPLUS-s24s04,single,-0.65952,-0.75376,-0.68002,-0.87144,-0.64579,-0.67609,-0.59707,-0.5998,-0.56891,-0.55033,-0.50282,-0.62765
SPLUS-s24s05,SPLUS-s24s05,SPLUS-s24s05,single,-0.63949,-0.68221,-0.71713,-0.76223,-0.74139,-0.73171,-0.66001,-0.57152,-0.54597,-0.55555,-0.47147,-0.57482
SPLUS-s24s06,SPLUS-s24s06,SPLUS-s24s06,single,-0.06997,-0.07085,-0.09475,-0.33617,-0.32765,-0.34942,-0.34564,-0.28999,-0.2506,-0.22718,-0.2193,-0.24885
SPLUS-s24s07,SPLUS-s24s07,SPLUS-s24s07,single,-0.11274,-0.08341,-0.0846,-0.38323,-0.38345,-0.31244,-0.3095,-0.2704,-0.36651,-0.25115,-0.27711,-0.33624
SPLUS-s24s08,SPLUS-s24s08,SPLUS-s24s08,single,-0.42293,-0.4316,-0.45335,-0.45803,-0.46306,-0.41874,-0.44148,-0.38089,-0.3852,-0.33943,-0.29694,-0.33778
SPLUS-s24s09,SPLUS-s24s09,SPLUS-s24s09,single,-0.54998,-0.11983,-0.45137,-0.47618,-0.40854,-0.4973,-0.53003,-0.40495,-0.40738,-0.31473,-0.32814,-0.32589
SPLUS-s24s10,SPLUS-s24s10,SPLUS-s24s10,single,-0.10082,-0.06699,-0.06154,-0.41612,-0.42158,-0.41306,-0.35963,-0.3401,-0.26771,-0.29014,-0.25692,-0.26245
SPLUS-s24s11,SPLUS-s24s11,SPLUS-s24s11,single,-0.56099,-0.2236,-0.61123,-0.57962,-0.55532,-0.59951,-0.54378,-0.55381,-0.5713,-0.46925,-0.45432,-0.42353
SPLUS-s24s12,SPLUS-s24s12,SPLUS-s24s12,single,-0.09149,-0.07889,-0.50393,-0.53682,-0.5328,-0.49657,-0.48865,-0.38034,-0.35566,-0.35172,-0.38096,-0.38738
SPLUS-s24s13,SPLUS-s24s13,SPLUS-s24s13,single,-0.54698,-0.13956,-0.45036,-0.44168,-0.49418,-0.51665,-0.43397,-0.40082,-0.40507,-0.40346,-0.40317,-0.39869
SPLUS-s24s14,SPLUS-s24s14,SPLUS-s24s14,single,-0.47972,-0.15665,-0.45947,-0.49023,-0.46622,-0.47997,-0.44806,-0.46572,-0.44787,-0.40633,-0.36397,-0.37679
SPLUS-s24s15,SPLUS-s24s15,SPLUS-s24s15,single,-0.18281,-0.1122,-0.16398,-0.36726,-0.41611,-0.40487,-0.37297,-0.33826,-0.29923,-0.31055,-0.27765,-0.35045
SPLUS-s24s16,SPLUS-s24s16,SPLUS-s24s16,single,-0.65807,-0.64599,-0.62336,-0.61627,-0.70149,-0.59942,-0.65717,-0.56924,-0.51134,-0.47178,-0.45479,-0.45791
SPLUS-s24s17,SPLUS-s24s17,SPLUS-s24s17,single,-0.51258,-0.33356,-0.46797,-0.48389,-0.46191,-0.44852,-0.43508,-0.37545,-0.46531,-0.32236,-0.40309,-0.35105
SPLUS-s24s18,SPLUS-s24s18,SPLUS-s24s18,single,-0.51086,-0.13349,-0.37775,-0.37803,-0.34835,-0.36341,-0.36133,-0.34349,-0.36889,-0.3104,-0.30485,-0.33271
SPLUS-s24s19,SPLUS-s24s19,SPLUS-s24s19,single,-0.37107,-0.34716,-0.38579,-0.35738,-0.40237,-0.37318,-0.36962,-0.3388,-0.28743,-0.29455,-0.25262,-0.28719
SPLUS-s24s20,SPLUS-s24s20,SPLUS-s24s20,single,-0.43968,-0.14288,-0.25106,-0.31825,-0.34357,-0.30913,-0.31619,-0.30963,-0.28325,-0.26177,-0.24983,-0.28275
SPLUS-s24s21,SPLUS-s24s21,SPLUS-s24s21,single,-0.5927,-0.56279,-0.55882,-0.51217,-0.51835,-0.51136,-0.51517,-0.46915,-0.4082,-0.38681,-0.334,-0.34789
SPLUS-s24s22,SPLUS-s24s22,SPLUS-s24s22,single,-0.17094,-0.3077,-0.86759,-0.72375,-0.60867,-0.6582,-0.58374,-0.51844,-0.61739,-0.41267,-0.39595,-0.41895
SPLUS-s24s23,SPLUS-s24s23,SPLUS-s24s23,single,-0.54049,-0.45226,-0.46541,-0.48009,-0.48977,-0.58383,-0.48015,-0.47894,-0.32937,-0.33438,-0.27234,-0.32948
SPLUS-s24s24,SPLUS-s24s24,SPLUS-s24s24,single,-0.50713,-0.46752,-0.47698,-0.49583,-0.47945,-0.40947,-0.419,-0.43761,-0.41467,-0.29978,-0.31273,-0.32505
SPLUS-s24s25,SPLUS-s24s25,SPLUS-s24s25,single,-0.38861,-0.14037,-0.3583,-0.36514,-0.35165,-0.33454,-0.3108,-0.29102,-0.26064,-0.2609,-0.25705,-0.28393
SPLUS-s24s26,SPLUS-s24s26,SPLUS-s24s26,single,-0.49896,-0.56521,-0.54075,-0.50522,-0.56205,-0.49471,-0.49906,-0.41704,-0.42507,-0.41323,-0.40897,-0.38153
SPLUS-s24s27,SPLUS-s24s27,SPLUS-s24s27,single,-0.53435,-0.49535,-0.46875,-0.47792,-0.448,-0.4263,-0.39322,-0.33862,-0.35524,-0.28957,-0.32777,-0.30628
SPLUS-s24s28,SPLUS-s24s28,SPLUS-s24s28,single,-0.4293,-0.38459,-0.38284,-0.39142,-0.48945,-0.39832,-0.44117,-0.31329,-0.32312,-0.28946,-0.27718,-0.30756
SPLUS-s24s29,SPLUS-s24s29,SPLUS-s24s29,single,-0.44754,-0.41854,-0.42554,-0.43435,-0.37456,-0.34686,-0.33104,-0.31959,-0.30773,-0.27238,-0.3145,-0.27432
SPLUS-s24s31,SPLUS-s24s31,SPLUS-s24s31,single,-0.62343,-0.50829,-0.5149,-0.48522,-0.54392,-0.46486,-0.51246,-0.42072,-0.46011,-0.3419,-0.33871,-0.3589
SPLUS-s24s32,SPLUS-s24s32,SPLUS-s24s32,single,-0.82788,-0.75462,-0.71383,-0.74382,-0.68751,-0.62644,-0.64122,-0.62397,-0.64733,-0.55275,-0.45928,-0.48349
SPLUS-s24s33,SPLUS-s24s33,SPLUS-s24s33,single,-0.58133,-0.54758,-0.63059,-0.56504,-0.54281,-0.5088,-0.5467,-0.45552,-0.34733,-0.48423,-0.42239,-0.44595
SPLUS-s24s34,SPLUS-s24s34,SPLUS-s24s34,single,-0.61254,-0.56813,-0.49306,-0.46967,-0.41828,-0.4281,-0.41224,-0.34902,-0.35459,-0.29701,-0.25229,-0.30853
SPLUS-s24s35,SPLUS-s24s35,SPLUS-s24s35,single,-0.44993,-0.59445,-0.6253,-0.69128,-0.5853,-0.5011,-0.52467,-0.36932,-0.32075,-0.34025,-0.28234,-0.34783
SPLUS-s24s36,SPLUS-s24s36,SPLUS-s24s36,single,-0.41263,-0.39717,-0.47027,-0.38682,-0.37925,-0.32026,-0.32223,-0.31992,-0.25044,-0.25325,-0.22883,-0.2613
SPLUS-s24s37,SPLUS-s24s37,SPLUS-s24s37,single,-0.59918,-0.53005,-0.51604,-0.52824,-0.48959,-0.44153,-0.45878,-0.43874,-0.29628,-0.36825,-0.3086,-0.3692
SPLUS-s24s38,SPLUS-s24s38,SPLUS-s24s38,single,-0.55883,-0.55233,-0.60493,-0.57544,-0.52315,-0.50802,-0.44987,-0.40003,-0.35352,-0.38556,-0.39676,-0.4132
SPLUS-s24s39,SPLUS-s24s39,SPLUS-s24s39,single,-0.48346,-0.44586,-0.45412,-0.43995,-0.40286,-0.38489,-0.37088,-0.36296,-0.43396,-0.33742,-0.31945,-0.33781
SPLUS-s24s40,SPLUS-s24s40,SPLUS-s24s40,single,-0.54554,-0.51732,-0.50275,-0.46946,-0.43783,-0.40937,-0.39931,-0.37537,-0.32157,-0.31798,-0.2689,-0.32085
SPLUS-s24s41,SPLUS-s24s41,SPLUS-s24s41,single,-0.68717,-0.67988,-0.5614,-0.50573,-0.53413,-0.46779,-0.4909,-0.52684,-0.51872,-0.45902,-0.40039,-0.43767
SPLUS-s24s42,SPLUS-s24s42,SPLUS-s24s42,single,-0.42501,-0.37592,-0.44461,-0.43554,-0.40684,-0.35456,-0.35412,-0.31662,-0.28908,-0.28358,-0.2549,-0.27652
SPLUS-s24s43,SPLUS-s24s43,SPLUS-s24s43,single,-0.56921,-0.64033,-0.76266,-0.60713,-0.55297,-0.50742,-0.51703,-0.39982,-0.38025,-0.40015,-0.57142,-0.40687
SPLUS-s24s44,SPLUS-s24s44,SPLUS-s24s44,single,-0.94699,-0.69917,-0.53708,-0.52048,-0.49166,-0.46772,-0.41891,-0.42967,-0.40218,-0.383,-0.52051,-0.4704
SPLUS-s24s45,SPLUS-s24s45,SPLUS-s24s45,single,-0.46239,-0.37748,-0.34493,-0.36022,-0.39477,-0.44985,-0.33198,-0.38899,-0.36644,-0.40669,-0.28011,-0.37005
SPLUS-s24s46,SPLUS-s24s46,SPLUS-s24s46,single,-0.50048,-0.53257,-0.48605,-0.45886,-0.44175,-0.42012,-0.42155,-0.38933,-0.34984,-0.31506,-0.29661,-0.31273
SPLUS-s24s47,SPLUS-s24s47,SPLUS-s24s47,single,-0.53215,-0.50799,-0.49311,-0.48525,-0.48679,-0.42527,-0.41676,-0.38082,-0.34785,-0.33067,-0.27206,-0.34544
SPLUS-s24s48,SPLUS-s24s48,SPLUS-s24s48,single,-0.85576,-0.76027,-0.70764,-0.64668,-0.62135,-0.54946,-0.6242,-0.59852,-0.6138,-0.48061,-0.48642,-0.45853
SPLUS-s24s49,SPLUS-s24s49,SPLUS-s24s49,single,-0.35747,-0.36193,-0.33094,-0.28592,-0.27978,-0.27917,-0.25889,-0.23012,-0.24992,-0.20276,-0.2277,-0.24148
SPLUS-s24s50,SPLUS-s24s50,SPLUS-s24s50,single,-0.4265,-0.4377,-0.35372,-0.39835,-0.42265,-0.36884,-0.3958,-0.30108,-0.45913,-0.33101,-0.32466,-0.42651
SPLUS-s24s51,SPLUS-s24s51,SPLUS-s24s51,single,-0.40041,-0.0692,-0.08676,-0.43148,-0.41502,-0.36896,-0.37619,-0.33133,-0.32175,-0.26921,-0.2969,-0.30184
SPLUS-s24s52,SPLUS-s24s52,SPLUS-s24s52,single,-0.41012,-0.1277,-0.38969,-0.45551,-0.47637,-0.41542,-0.40031,-0.39827,-0.37642,-0.33432,-0.31702,-0.32776
SPLUS-s24s53,SPLUS-s24s53,SPLUS-s24s53,single,-0.37411,-0.40015,-0.36531,-0.36131,-0.37768,-0.31637,-0.30123,-0.25426,-0.27512,-0.23462,-0.25677,-0.3762
SPLUS-s24s54,SPLUS-s24s54,SPLUS-s24s54,single,-0.50883,-0.42741,-0.39284,-0.37356,-0.42392,-0.37133,-0.37519,-0.28638,-0.27272,-0.25154,-0.31834,-0.25678
SPLUS-s24s55,SPLUS-s24s55,SPLUS-s24s55,single,-0.52087,-0.4845,-0.5167,-0.54374,-0.49912,-0.42619,-0.45322,-0.40025,-0.40012,-0.359,-0.31833,-0.36851
SPLUS-s24s56,SPLUS-s24s56,SPLUS-s24s56,single,-0.62402,-0.51546,-0.43778,-0.48237,-0.44191,-0.45643,-0.4611,-0.45865,-0.36689,-0.4452,-0.31516,-0.38215
SPLUS-s24s57,SPLUS-s24s57,SPLUS-s24s57,single,-0.67319,-0.57382,-0.52436,-0.57447,-0.49514,-0.42226,-0.42902,-0.4108,-0.37785,-0.35065,-0.28555,-0.33728
SPLUS-s24s58,SPLUS-s24s58,SPLUS-s24s58,single,-0.43762,-0.43381,-0.4614,-0.47245,-0.45274,-0.44761,-0.40385,-0.36814,-0.36852,-0.32608,-0.33461,-0.3491
SPLUS-s24s59,SPLUS-s24s59,SPLUS-s24s59,single,-0.43138,-0.45839,-0.56053,-0.53744,-0.47516,-0.42985,-0.42004,-0.38951,-0.3247,-0.31583,-0.2785,-0.35201
SPLUS-s24s60,SPLUS-s24s60,SPLUS-s24s60,single,-0.63844,-0.58924,-0.58663,-0.61956,-0.56726,-0.59355,-0.59766,-0.50852,-0.55693,-0.40297,-0.69386,-0.41592
SPLUS-s24s61,SPLUS-s24s61,SPLUS-s24s61,single,-0.57042,-0.59921,-0.58458,-0.49742,-0.46012,-0.36421,-0.38703,-0.3105,-0.34523,-0.27775,-0.29499,-0.30475
SPLUS-s24s62,SPLUS-s24s62,SPLUS-s24s62,single,-0.68754,-0.65959,-0.67665,-0.61301,-0.50099,-0.43468,-0.44642,-0.39138,-0.48143,-0.38473,-0.44585,-0.37948
SPLUS-s24s63,SPLUS-s24s63,SPLUS-s24s63,single,-0.35738,-0.16442,-0.21622,-0.46685,-0.43812,-0.38246,-0.37426,-0.31727,-0.33736,-0.29808,-0.36316,-0.29863
SPLUS-s24s64,SPLUS-s24s64,SPLUS-s24s64,single,-0.44094,-0.44715,-0.4774,-0.50992,-0.47711,-0.43502,-0.45552,-0.41931,-0.41402,-0.35694,-0.32685,-0.36037
SPLUS-s24s65,SPLUS-s24s65,SPLUS-s24s65,single,-0.61507,-0.60931,-0.56838,-0.5416,-0.59884,-0.56911,-0.63454,-0.64918,-0.5639,-0.46137,-0.37901,-0.50437
SPLUS-s24s66,SPLUS-s24s66,SPLUS-s24s66,single,-0.73776,-0.75317,-0.66575,-0.6476,-0.58122,-0.75453,-0.58338,-0.54515,-0.37541,-0.64123,-0.3411,-0.46219
SPLUS-s24s67,SPLUS-s24s67,SPLUS-s24s67,single,-0.66855,-0.60304,-0.63901,-0.56008,-0.50859,-0.47063,-0.47691,-0.48155,-0.45126,-0.4256,-0.35836,-0.37239
SPLUS-s24s68,SPLUS-s24s68,SPLUS-s24s68,single,-0.66544,-0.6432,-0.67027,-0.6452,-0.59562,-0.55008,-0.56281,-0.55152,-0.42765,-0.44861,-0.32561,-0.41383
SPLUS-s24s69,SPLUS-s24s69,SPLUS-s24s69,single,-0.5088,-0.18421,-0.41065,-0.43683,-0.46728,-0.43057,-0.38752,-0.38389,-0.43534,-0.3471,-0.37912,-0.37772
SPLUS-s24s70,SPLUS-s24s70,SPLUS-s24s70,single,-0.14721,-0.06094,-0.07781,-0.44307,-0.4794,-0.37221,-0.38566,-0.30565,-0.31933,-0.26689,-0.33165,-0.29788
SPLUS-s24s71,SPLUS-s24s71,SPLUS-s24s71,single,-0.50098,-0.15109,-0.43082,-0.50675,-0.5648,-0.54598,-0.42511,-0.53807,-0.38696,-0.31013,-0.3514,-0.33816
SPLUS-s24s72,SPLUS-s24s72,SPLUS-s24s72,single,-0.37147,-0.30409,-0.35979,-0.38334,-0.36987,-0.3113,-0.29523,-0.25338,-0.2812,-0.25839,-0.29919,-0.30272
SPLUS-s24s73,SPLUS-s24s73,SPLUS-s24s73,single,-0.19593,-0.13816,-0.78636,-0.89959,-1.05267,-0.67219,-0.83147,-0.50805,-0.41971,-0.5267,-0.61474,-0.41408
SPLUS-s24s74,SPLUS-s24s74,SPLUS-s24s74,single,-0.47261,-0.55112,-0.59143,-0.52113,-0.53878,-0.45124,-0.48272,-0.4608,-0.51659,-0.41522,-0.35301,-0.42542
SPLUS-s24s75,SPLUS-s24s75,SPLUS-s24s75,single,-0.53318,-0.50997,-0.54274,-0.5568,-0.50232,-0.43261,-0.44474,-0.44448,-0.41271,-0.3923,-0.3598,-0.35645
SPLUS-s24s76,SPLUS-s24s76,SPLUS-s24s76,single,-0.75682,-0.6689,-0.67876,-0.56599,-0.57203,-0.47583,-0.47964,-0.47525,-0.51762,-0.41963,-0.37702,-0.40747
SPLUS-s25s01,SPLUS-s25s01,SPLUS-s25s01,single,-0.8218,-0.11819,-0.55038,-0.61065,-0.57782,-0.55984,-0.56554,-0.50011,-0.49534,-0.41138,-0.39474,-0.45266
SPLUS-s25s02,SPLUS-s25s02,SPLUS-s25s02,single,-0.49387,-0.13379,-0.14446,-0.46515,-0.42435,-0.33507,-0.32888,-0.34908,-0.37624,-0.30902,-0.33064,-0.3172
SPLUS-s25s03,SPLUS-s25s03,SPLUS-s25s03,single,-0.12605,-0.07588,-0.17187,-0.42116,-0.43116,-0.45888,-0.41563,-0.38524,-0.31668,-0.34997,-0.31671,-0.33833
SPLUS-s25s04,SPLUS-s25s04,SPLUS-s25s04,single,-0.11266,-0.08158,-0.13838,-0.30882,-0.28873,-0.27009,-0.26151,-0.24449,-0.21993,-0.22517,-0.2072,-0.22652
SPLUS-s25s05,SPLUS-s25s05,SPLUS-s25s05,single,-0.09779,-0.07685,-0.09406,-0.3229,-0.31729,-0.30164,-0.29005,-0.25218,-0.24694,-0.23413,-0.22695,-0.25735
SPLUS-s25s06,SPLUS-s25s06,SPLUS-s25s06,single,-0.38837,-0.09954,-0.15421,-0.31423,-0.30863,-0.28896,-0.28697,-0.25167,-0.30756,-0.21074,-0.24961,-0.23466
SPLUS-s25s07,SPLUS-s25s07,SPLUS-s25s07,single,-0.39785,-0.13934,-0.36605,-0.48339,-0.61421,-0.61668,-0.58249,-0.42239,-0.48687,-0.53415,-0.43223,-0.44052
SPLUS-s25s08,SPLUS-s25s08,SPLUS-s25s08,single,-0.1412,-0.07163,-0.08957,-0.37943,-0.37679,-0.38526,-0.33461,-0.3458,-0.36113,-0.3252,-0.33773,-0.32917
SPLUS-s25s09,SPLUS-s25s09,SPLUS-s25s09,single,-0.63274,-0.64396,-0.63125,-0.59699,-0.77932,-0.65214,-0.73457,-0.52639,-0.476,-0.42663,-0.35555,-0.45965
SPLUS-s25s10,SPLUS-s25s10,SPLUS-s25s10,single,-0.64575,-0.13541,-0.64534,-0.65806,-0.72225,-0.57809,-0.5723,-0.59083,-0.48429,-0.50434,-0.39951,-0.44727
SPLUS-s25s11,SPLUS-s25s11,SPLUS-s25s11,single,-0.20451,-0.08864,-0.13746,-0.60245,-0.5749,-0.53748,-0.53173,-0.54946,-0.5811,-0.48211,-0.50144,-0.43992
SPLUS-s25s12,SPLUS-s25s12,SPLUS-s25s12,single,-0.07909,-0.06944,-0.06198,-0.45357,-0.46734,-0.42733,-0.44939,-0.38665,-0.39069,-0.33185,-0.35669,-0.35546
SPLUS-s25s13,SPLUS-s25s13,SPLUS-s25s13,single,-0.5152,-0.30266,-0.30065,-0.36786,-0.36339,-0.38029,-0.34311,-0.4023,-0.3908,-0.34644,-0.30003,-0.35585
SPLUS-s25s14,SPLUS-s25s14,SPLUS-s25s14,single,-0.64873,-0.5744,-0.61186,-0.63324,-0.56153,-0.56957,-0.55409,-0.53488,-0.58591,-0.46468,-0.48196,-0.44612
SPLUS-s25s15,SPLUS-s25s15,SPLUS-s25s15,single,-0.47901,-0.0927,-0.10836,-0.50647,-0.4896,-0.435,-0.45422,-0.35676,-0.32506,-0.30705,-0.22928,-0.29024
SPLUS-s25s16,SPLUS-s25s16,SPLUS-s25s16,single,-0.06479,-0.05765,-0.04761,-0.41195,-0.4297,-0.41867,-0.39835,-0.36691,-0.35302,-0.32481,-0.3152,-0.33483
SPLUS-s25s17,SPLUS-s25s17,SPLUS-s25s17,single,-0.77287,-0.60825,-0.60519,-0.54915,-0.55769,-0.44154,-0.48879,-0.43325,-0.38086,-0.37279,-0.2797,-0.34505
SPLUS-s25s18,SPLUS-s25s18,SPLUS-s25s18,single,-0.20971,-0.07746,-0.0754,-0.39721,-0.46539,-0.41572,-0.43436,-0.39445,-0.56387,-0.3234,-0.49186,-0.29248
SPLUS-s25s19,SPLUS-s25s19,SPLUS-s25s19,single,-0.19289,-0.12513,-0.36901,-0.37781,-0.39599,-0.38191,-0.34375,-0.33477,-0.35951,-0.35223,-0.27419,-0.38208
SPLUS-s25s20,SPLUS-s25s20,SPLUS-s25s20,single,-0.18232,-0.07789,-0.44717,-0.56687,-0.51774,-0.50778,-0.50438,-0.49115,-0.54964,-0.45098,-0.44902,-0.41961
SPLUS-s25s21,SPLUS-s25s21,SPLUS-s25s21,single,-0.48496,-0.46747,-0.44669,-0.39353,-0.40016,-0.35279,-0.34863,-0.30324,-0.32909,-0.2839,-0.28826,-0.32712
SPLUS-s25s22,SPLUS-s25s22,SPLUS-s25s22,single,-0.14552,-0.08596,-0.13,-0.32223,-0.33521,-0.33518,-0.321,-0.25489,-0.24815,-0.22246,-0.24491,-0.26809
SPLUS-s25s23,SPLUS-s25s23,SPLUS-s25s23,single,-0.38322,-0.37313,-0.33617,-0.33155,-0.34612,-0.30627,-0.29406,-0.25743,-0.32892,-0.23996,-0.2883,-0.27977
SPLUS-s25s24,SPLUS-s25s24,SPLUS-s25s24,single,-0.61787,-0.59091,-0.52909,-0.47962,-0.50042,-0.65398,-0.53494,-0.45008,-0.41457,-0.4151,-0.36947,-0.4342
SPLUS-s25s26,SPLUS-s25s26,SPLUS-s25s26,single,-0.51616,-0.51538,-0.43711,-0.4254,-0.35904,-0.31447,-0.31263,-0.28786,-0.2537,-0.2282,-0.22838,-0.2704
SPLUS-s25s27,SPLUS-s25s27,SPLUS-s25s27,single,-0.38628,-0.39958,-0.40955,-0.41187,-0.37494,-0.36547,-0.3451,-0.32561,-0.34238,-0.29539,-0.29735,-0.31471
